,sentimen,tweet,tweet_length,clean_tweet,polarity_score,polarity,clean_tweet_sentence
52,netral,"gue kasih tau..Beberapa penghargaan yg dianugerahkan kepadanya, menjadi bukti bahwa @jokowi adalah sosok pemimpin yg diakui integritasnya.Â  https://nasional.kompas.com/read/2018/09/24/22563621/disaksikan-sandiaga-jokowi-dapat-penghargaan-tokoh-pemerataan-pembangunanÂ â€¦Â #PilihOrangBaikÂ #PilihJelasIslamnyaÂ #PilihBajuPutih",18,"['kasih', 'penghargan', 'anugerah', 'bukti', 'jokowi', 'sosok', 'pimpin', 'aku', 'integritas', '', '', '', '']",-5,negatif,kasih penghargan anugerah bukti jokowi sosok pimpin aku integritas    
53,netral,Presiden Jokowi dan Raja Salman Sepakat Tingkatkan Kerja Sama Ekonomi  https://www.balinetizen.com/2019/04/14/presiden-jokowi-dan-raja-salman-sepakat-tingkatkan-kerja-sama-ekonomi/Â â€¦ via @Bali Netizen,15,"['presiden', 'jokowi', 'raja', 'salman', 'sepakat', 'tingkat', 'kerja', 'ekonomi', '', 'via', 'bal', 'netizen']",17,positif,presiden jokowi raja salman sepakat tingkat kerja ekonomi  via bal netizen
54,positif,"Dalam penjelasannya Kyai @KHMarufAmin_ mau menjadi cawapres karna @jokowi punya komitmen terkait ekonomi umat dgn apa yg disebutnya sebagai arus baru ekonomi Indonesia, membangun ekonomi dri bawah.   https://bit.ly/2Zbe65vÂ  #PilihOrangBaik #PilihYgJelasIslamnya #PilihYgBajuPutih",33,"['jasa', 'kyai', 'khmarufamin', 'cawapres', 'jokowi', 'komitmen', 'kait', 'ekonomi', 'umat', 'sebut', 'arus', 'ekonomi', 'indonesia', 'bangun', 'ekonomi']",16,positif,jasa kyai khmarufamin cawapres jokowi komitmen kait ekonomi umat sebut arus ekonomi indonesia bangun ekonomi
55,positif,"#PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih  Menterinya aja berprestasi, apalagi pemimpinnya. Bisa dikatakan, era @jokowi lah dimana sejumlah menterinya banyak meraih penghargaan.  https://bit.ly/2IpbIDdÂ ",22,"['menteri', 'prestasi', 'mimpi', 'era', 'jokowi', 'mana', 'menteri', 'raih', 'penghargan']",8,positif,menteri prestasi mimpi era jokowi mana menteri raih penghargan
56,negatif,#PopulerB1 4: Jokowi: Naikkan Tax Ratio Drastis Bisa Guncang Ekonomi  http://brt.st/6b4KÂ ,12,"['jokowi', 'naik', 'tax', 'ratio', 'drastis', 'guncang', 'ekonomi']",-8,negatif,jokowi naik tax ratio drastis guncang ekonomi
57,positif,"Lalu berbagai pencapaian telah berhasil tercapai. Khususnya pertumbuhan ekonomi di era pemerintahan @jokowi -JK, sangat jauh meningkat. #PilihOrangBaik #PilihYgJelasIslamnya #PilihYgBajuPutih  https://www.youtube.com/watch?v=p8qVUqCF9ioÂ â€¦]",22,"['capai', 'hasil', 'capai', 'tumbuh', 'ekonomi', 'era', 'perintah', 'jokowi', 'jika', 'tingkat', '']",-4,negatif,capai hasil capai tumbuh ekonomi era perintah jokowi jika tingkat 
58,negatif,"Disitu pak jokowi hanya membahas game online bagi pemain profesional, bahkan sekarang udah ada piala presiden Mobile legend, dan hadiahnya sangat besar. Jika kita mau bersaing didunia online seperti game, ekonomi kita juga akan naik.",35,"['situ', 'jokowi', 'bahas', 'game', 'online', 'main', 'profesional', 'piala', 'presiden', 'mobile', 'legend', 'hadiah', 'saing', 'dunia', 'online', 'game', 'ekonomi']",8,positif,situ jokowi bahas game online main profesional piala presiden mobile legend hadiah saing dunia online game ekonomi
59,positif,"@Jokowi @KHMarufAmin_ 17 April Pilih Jokowi-KMA. Pada ngerti kan kalo Pak Jokowi belajar ngaji sejak sebelum jadi pejabat. Murni mendalami agama, tanpa unsur pencitraan. #PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih",27,"['jokowi', 'khmarufamin', 'april', 'pilih', 'jokowikma', 'erti', 'jokowi', 'ajar', 'aji', 'jabat', 'murni', 'dalam', 'agama', 'unsur', 'pencitran']",-19,negatif,jokowi khmarufamin april pilih jokowikma erti jokowi ajar aji jabat murni dalam agama unsur pencitran
60,positif,#Repost from sandiuno (repost_media_app)  Prabowo-Sandi tidak ingin gagal fokus. Kita ingin pembangunan besar-besaran ini berdampak langsung pada ekonomi dan kesejahteraanâ€¦  https://www.instagram.com/fely_irzahn/p/BwQN4Ubgziz/?utm_source=ig_twitter_share&igshid=4xvs93h4zmduÂ â€¦,23,"['from', 'sandiuno', 'repostmediap', 'prabowosandi', 'gagal', 'fokus', 'bangun', 'besarbesaran', 'dampak', 'langsung', 'ekonomi', 'kesejahteran', '']",-9,negatif,from sandiuno repostmediap prabowosandi gagal fokus bangun besarbesaran dampak langsung ekonomi kesejahteran 
61,negatif,Alasan Prabowo-Sandi Tak Terima Gaji Jika Menang: Negara Sedang Susah  https://kumparan.com/@kumparannews/alasan-prabowo-sandi-tak-terima-gaji-jika-menang-negara-sedang-susah-1qsiM359eYk?utm_medium=post&utm_source=Facebook&utm_campaign=intÂ â€¦,12,"['alas', 'prabowosandi', 'tidak', 'terima', 'gaji', 'menang', 'negara', 'susah', '']",-13,negatif,alas prabowosandi tidak terima gaji menang negara susah 
62,negatif,"He, he, he, pikirkan Letjen pecatan yang bilang biang kerok ekonomi presiden2 sebelum Jokowi ada Jenderal SBY ada Jenderal Soeharto yg bintang nya sampe lima, dungu!",26,"['he', 'he', 'he', 'pikir', 'letjen', 'pecat', 'bilang', 'biang', 'kerok', 'ekonomi', 'presiden', 'jokowi', 'jenderal', 'surabaya', 'jenderal', 'soeharto', 'bintang', 'nya', 'dungu']",-26,negatif,he he he pikir letjen pecat bilang biang kerok ekonomi presiden jokowi jenderal surabaya jenderal soeharto bintang nya dungu
63,netral,"Jokowi menambahkan, capaian pertumbuhan itu perlu disyukuri karena Indonesia tetap tumbuh meski kondisi ekonomi global sedang bergejolak #2019JokowiKyaiMaruf  https://twitter.com/Tagar_Nusantara/status/1105782861150314496/photo/1 pic.twitter.com/y4PFLSTk8lÂ ",21,"['jokowi', 'capai', 'tumbuh', 'syukur', 'indonesia', 'tumbuh', 'kondisi', 'ekonomi', 'global', 'gejolak']",-1,negatif,jokowi capai tumbuh syukur indonesia tumbuh kondisi ekonomi global gejolak
64,positif,"Janji Tak Ambil Gaji Jika Menang Pilpres, Prabowo: Bukti Kita Tulus  https://news.detik.com/berita/d-4509660/janji-tak-ambil-gaji-jika-menang-pilpres-prabowo-bukti-kita-tulus?utm_term=echobox&utm_campaign=detikcomsocmed&utm_medium=oa&utm_content=detikcom&utm_source=Facebook#Echobox=1555173787Â â€¦",13,"['janji', 'ambil', 'gaji', 'menang', 'pilpres', 'prabowo', 'bukti', 'tulus', '']",-14,negatif,janji ambil gaji menang pilpres prabowo bukti tulus 
65,negatif,"Terus lah bersuara minta keadilan. 1 suara begitu berarti.  @KPU_ID  kerja yang benar,jangan makan gaji buta. Jangan curang.",20,"['suara', 'adil', 'suara', 'kpuid', 'kerja', 'benarjangan', 'makan', 'gaji', 'buta', 'curang']",-15,negatif,suara adil suara kpuid kerja benarjangan makan gaji buta curang
66,negatif,Jelas Jokowi lah. Prabowo dan Sandi pecicilan. Selalu pesimis tanpa jalan keluar jelas. Ekonomi Makro dan Mikro saja tak tau,20,"['jokowi', 'prabowo', 'sandi', 'pecicilan', 'pesimis', 'jalan', 'ekonomi', 'makro', 'mikro', 'tidak']",-11,negatif,jokowi prabowo sandi pecicilan pesimis jalan ekonomi makro mikro tidak
67,positif,"gue kasih tau..Menterinya aja berprestasi, apalagi pemimpinnya. Bisa dikatakan, era @jokowi lah dimana sejumlah menterinya banyak meraih penghargaan.Â  https://bit.ly/2IpbIDdÂ Â #PilihOrangBaikÂ #PilihJelasIslamnyaÂ #PilihBajuPutih",19,"['kasih', 'menteri', 'prestasi', 'mimpi', 'era', 'jokowi', 'mana', 'menteri', 'raih', 'penghargan', '', '', '', '']",8,positif,kasih menteri prestasi mimpi era jokowi mana menteri raih penghargan    
68,netral,Berita terbaru (Prabowo: Saya Tak Ingin Naikkan Pajak 16 Persen dalam Setahun) telah ada di  http://PILPRES.idÂ  -  https://pilpres.id/info/prabowo-saya-tak-ingin-naikkan-pajak-16-persen-dalam-setahun.htmlÂ â€¦ pic.twitter.com/8o7biqQ0gn,21,"['naik', 'pajak', 'persen', 'tahun', '']",0,netral,naik pajak persen tahun 
69,positif,"Jokowi menjelaskan, pembangunan dan merevitalisasi pasar rakyat ini menjadi dasar utama dalam pembangunan ekonomi berbasis kerakyatan. Dengan demikian, kekuatan ekonomi Indonesia bisa lebih stabil #2019JokowiKyaiMaruf  https://twitter.com/Tagar_Nusantara/status/1105659138061688838/photo/1 pic.twitter.com/XYt9VIWpRJÂ ",28,"['jokowi', 'bangun', 'revitalisasi', 'pasar', 'rakyat', 'dasar', 'utama', 'bangun', 'ekonomi', 'bas', 'rakyat', 'kuat', 'ekonomi', 'indonesia', 'stabil']",2,positif,jokowi bangun revitalisasi pasar rakyat dasar utama bangun ekonomi bas rakyat kuat ekonomi indonesia stabil
70,netral,"gue kasih tau..Berbagai pencapaian telah berhasil tercapai. Khususnya pertumbuhan ekonomi di era pemerintahan @jokowi -JK, sangat jauh meningkat.Â  https://www.youtube.com/watch?v=p8qVUqCF9ioÂ â€¦]Â #PilihOrangBaikÂ #PilihJelasIslamnyaÂ #PilihBajuPutih",19,"['kasih', 'capai', 'hasil', 'capai', 'tumbuh', 'ekonomi', 'era', 'perintah', 'jokowi', 'jika', 'tingkat', '', '', '', '']",-4,negatif,kasih capai hasil capai tumbuh ekonomi era perintah jokowi jika tingkat    
71,positif,"#PilihOrangBaik#PilihJelasIslamnya #PilihBajuPutih  Presiden @jokowi bangunkan SPBU pertama setelag 71 tahun di Kabupaten Puncak Jaya Papua dengan harga yang semula 50ribu/liter, menjadi 6500/liter.  http://beritahati.com/berita/38106/Warga-Puncak-Papua-Era-Jokowi-harga-BBM-di-Papua-sama-dengan-pulau-JawaÂ â€¦",25,"['presiden', 'jokowi', 'bangun', 'spbu', 'setelag', 'kabupaten', 'puncak', 'jaya', 'papua', 'harga', 'ribuliter', 'liter', '']",11,positif,presiden jokowi bangun spbu setelag kabupaten puncak jaya papua harga ribuliter liter 
72,positif,"Bersatu Menangkan @Jokowi #PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih Brbagai upaya telah dilakukan utk membangun Indonesia bebas korupsi, dr pelayanan berbasis elektronik, sistem pengaduan masyarakat, penghargaan bg masyarakat yg mengungkap korupsi.",28,"['satu', 'menang', 'jokowi', 'upaya', 'bangun', 'indonesia', 'bebas', 'korupsi', 'layan', 'bas', 'elektronik', 'sistem', 'adu', 'masyarakat', 'penghargan', 'abang', 'masyarakat', 'ungkap', 'korupsi']",-55,negatif,satu menang jokowi upaya bangun indonesia bebas korupsi layan bas elektronik sistem adu masyarakat penghargan abang masyarakat ungkap korupsi
73,negatif,Leres pakdhe :)  Salah satu aspek penting dari faktor ekonomi yg bertumbuh adalah stabilitas politik dalam negeri yg ditunjukkan dg adanya kepastian dan keadilan dalam penegakan hukum. Jadi pripun kabare ðŸ‘‰ #duatahunnovel pakde @jokowi ðŸ˜Šâ˜º,36,"['les', 'pakdhe', 'salah', 'aspek', 'faktor', 'ekonomi', 'tumbuh', 'stabilitas', 'politik', 'negeri', 'tunjuk', 'pasti', 'adil', 'tega', 'hukum', 'pripun', 'kabare', 'sasar', 'pakde', 'jokowi', 'senyum', '']",-28,negatif,les pakdhe salah aspek faktor ekonomi tumbuh stabilitas politik negeri tunjuk pasti adil tega hukum pripun kabare sasar pakde jokowi senyum 
74,negatif,demikian pak @prabowo walau pendidikannya tentara .. tapi ayahnya seorang ekonom legendaris di Indonesia ..   ya kali deh gak ngerti makro dan mikro ..   makro dan mikro pelajaran semester 1-2 di fakultas ekonomi .. CMIIW   ketauan .. jae baru belajar ekonomi .. kacaw..,49,"['prabowo', 'kanya', 'tentara', 'ayah', 'ekonom', 'legendaris', 'indonesia', 'iya', 'kali', 'deh', 'tidak', 'erti', 'makro', 'mikro', 'makro', 'mikro', 'ajar', 'semester', 'fakultas', 'ekonomi', 'corect me if i m wrong', 'tahu', 'jae', 'ajar', 'ekonomi', 'kacaw']",-33,negatif,prabowo kanya tentara ayah ekonom legendaris indonesia iya kali deh tidak erti makro mikro makro mikro ajar semester fakultas ekonomi corect me if i m wrong tahu jae ajar ekonomi kacaw
75,netral,Jangan terlalu bangga dengan jalan. Jika ekonomi jatuh terus. Nengara menag buka melihat jalanya yg megah. Seharusnya hasil bumi laut yg melimpah ruah terlebih dahulu baru idonesia maju menjadi pemenang.,30,"['banga', 'jalan', 'ekonomi', 'jatuh', 'nengara', 'menag', 'buka', 'jala', 'megah', 'hasil', 'bumi', 'laut', 'limpah', 'ruah', 'idonesia', 'maju', 'menang']",0,netral,banga jalan ekonomi jatuh nengara menag buka jala megah hasil bumi laut limpah ruah idonesia maju menang
76,netral,"#PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih Jokowi bangunkan SPBU pertama setelag 71 tahun di Kabupaten Puncak Jaya Papua dengan harga yang semula 50ribu/liter, menjadi 6500/liter.    http://beritahati.com/berita/38106/Warga-Puncak-Papua-Era-Jokowi-harga-BBM-di-Papua-sama-dengan-pulau-JawaÂ â€¦",26,"['jokowi', 'bangun', 'spbu', 'setelag', 'kabupaten', 'puncak', 'jaya', 'papua', 'harga', 'ribuliter', 'liter', '']",8,positif,jokowi bangun spbu setelag kabupaten puncak jaya papua harga ribuliter liter 
77,netral,Katanya Jas itu harga mahal dan pakaian orang2 eropa dan amerika.,11,"['jas', 'harga', 'mahal', 'pakai', 'orang', 'eropa', 'amerika']",8,positif,jas harga mahal pakai orang eropa amerika
78,netral,Prabowo Janjikan Harga Karet dan Kelapa Sawit Bikin Senyum Petani  https://nasional.sindonews.com/read/1394419/12/prabowo-janjikan-harga-karet-dan-kelapa-sawit-bikin-senyum-petani-1554858831?utm_source=dlvr.it&utm_medium=referralÂ â€¦,12,"['prabowo', 'janji', 'harga', 'karet', 'kelapa', 'sawit', 'bikin', 'senyum', 'tani', '']",6,positif,prabowo janji harga karet kelapa sawit bikin senyum tani 
79,netral,Orang ini sangat dihargai oleh Raja Arab Saudi. Dia Pemimpin ku,11,"['orang', 'harga', 'raja', 'arab', 'saudi', 'pimpin', 'ku']",6,positif,orang harga raja arab saudi pimpin ku
80,negatif,"mencontoh ekonomi china, bukannya sujud seperti sekarang iniðŸ¤£",8,"['contoh', 'ekonomi', 'china', 'buka', 'sujud', 'ini']",-3,negatif,contoh ekonomi china buka sujud ini
81,positif,"Fyi gaes...Berbagai pencapaian telah berhasil tercapai. Khususnya pertumbuhan ekonomi di era pemerintahan @jokowi -JK, sangat jauh meningkat.Â  https://www.youtube.com/watch?v=p8qVUqCF9ioÂ â€¦]Â #PilihOrangBaikÂ #PilihJelasIslamnyaÂ #PilihBajuPutih",18,"['bagai informasi', 'gaes', 'capai', 'hasil', 'capai', 'tumbuh', 'ekonomi', 'era', 'perintah', 'jokowi', 'jika', 'tingkat', '', '', '', '']",-4,negatif,bagai informasi gaes capai hasil capai tumbuh ekonomi era perintah jokowi jika tingkat    
82,netral,#PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih  Kepercayaan hanya diberikan pd mrk yg berpengalaman. Seorang @jokowi memiliki wakil yg berpengalaman dibidang ekonomi.   https://www.merdeka.com/uang/harapan-dan-prediksi-ekonomi-di-tangan-jokowi-maruf-amin.htmlÂ â€¦,22,"['kepercayan', 'alam', 'jokowi', 'milik', 'wakil', 'alam', 'bidang', 'ekonomi', '']",2,positif,kepercayan alam jokowi milik wakil alam bidang ekonomi 
83,negatif,"Berapa sih gaji presiden dan wakil presiden? Berapa sih tunjangannya? Kalau kalian mengatakan tdk akan ambil sepeserpun gaji dan tunjangan baru hebat. Itu baru jualan, klu hanya gaji itu namanya jualan basi.",32,"['sih', 'gaji', 'presiden', 'wakil', 'presiden', 'sih', 'tunjanganya', 'tidak', 'ambil', 'peser', 'gaji', 'tunjang', 'hebat', 'jual', 'kalau', 'gaji', 'nama', 'jual', 'basi']",-11,negatif,sih gaji presiden wakil presiden sih tunjanganya tidak ambil peser gaji tunjang hebat jual kalau gaji nama jual basi
84,positif,Mungkin pak @prabowo mengharap ketulusan karyawan untuk tidak menuntut gajiðŸ˜…,10,"['prabowo', 'harap', 'tulus', 'karyawan', 'tuntut', 'gaji', 'sedih']",-5,negatif,prabowo harap tulus karyawan tuntut gaji sedih
85,netral,"Jamu Jokowi, Raja Salman Sajikan Nasi Mandhi - Warta Ekonomi  https://www.wartaekonomi.co.id/read223718/jamu-jokowi-raja-salman-sajikan-nasi-mandhi.htmlÂ â€¦",12,"['jamu', 'jokowi', 'raja', 'salman', 'saji', 'nasi', 'mandhi', 'warta', 'ekonomi', '']",6,positif,jamu jokowi raja salman saji nasi mandhi warta ekonomi 
86,positif,"#PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih Dulu sekadar ada pertumbuhan ekonomi tanpa pemerataan. Namun, di zaman Pak Jokowi bukan hanya pertumbuhan ekonomi tapi juga pemerataan pembangunan.  https://bit.ly/2UB5N4gÂ ",25,"['tumbuh', 'ekonomi', 'merat', 'zaman', 'jokowi', 'tumbuh', 'ekonomi', 'merat', 'bangun']",0,netral,tumbuh ekonomi merat zaman jokowi tumbuh ekonomi merat bangun
87,negatif,"Kami moslem, kami menghormati dan menghargai umat agama Laen. Kami cinta damai karena Islam mengajarkan utk berbuat baik kpd semua manusia tanpa terkecuali. Dan kamipun pendukung 02. Bhineka tunggal Ika  #UASdifitnahKejiDanBrutal",32,"['muslim', 'hormat', 'harga', 'umat', 'agama', 'cinta', 'damai', 'islam', 'ajar', 'buat', 'manusia', 'kecuali', 'kami', 'dukung', 'bhineka', 'tungal', 'ika']",32,positif,muslim hormat harga umat agama cinta damai islam ajar buat manusia kecuali kami dukung bhineka tungal ika
88,positif,@prabowo & @sandiuno  Tidak akan ambil gaji serupiah pun jika terpilih sbg Presiden RI  Benar kata alm. Gus Dur : orang yg paling ihlas utk Indonesia adalah prabowo ..!  #PrabowoSandiOKBanget #PrabowoSandiTakTerbendung #Tutup01Tusuk02 pic.twitter.com/VMyb,36,"['prabowo', 'sandiuno', 'ambil', 'gaji', 'rupiah', 'pilih', 'bagai', 'presiden', 'ri', 'almarhum', 'gus', 'dur', 'orang', 'ikhlas', 'indonesia', 'prabowo']",-3,negatif,prabowo sandiuno ambil gaji rupiah pilih bagai presiden ri almarhum gus dur orang ikhlas indonesia prabowo
89,netral,"Jokowi-Ma'ruf Bicara Pengalaman, Prabowo-Sandi Janji Tak Ambil Gaji  https://today.line.me/id/pc/article/Jokowi+Ma+ruf+Bicara+Pengalaman+Prabowo+Sandi+Janji+Tak+Ambil+Gaji-GyOxl8?utm_source=facebook&utm_medium=linetodayhome&utm_campaign=snsoperationÂ â€¦",10,"['ambil', 'gaji', '']",-10,negatif,ambil gaji 
90,netral,"#PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih Pilih pemimpin itu yg udh jelas banyak pencapaiannya. Nah, ini dia 5 pencapaian ekonomi selama pemerintahan Jokowi  https://bit.ly/2OgymxtÂ ",22,"['pilih', 'pimpin', 'pencapaianya', 'capai', 'ekonomi', 'perintah', 'jokowi']",-10,negatif,pilih pimpin pencapaianya capai ekonomi perintah jokowi
91,negatif,"Gak perlu suudzon, di samping umroh pak jokowi juga membahas kerja sama di bidang ekonomi dengan pemerintahan Arab Saudi. Gak usah nyinyir bro, urus tuh junjunganmu yg lagi ziarah kubur moga2 aja gak nyembah kuburan.",35,"['tidak', 'sudzon', 'samping', 'umroh', 'jokowi', 'bahas', 'kerja', 'bidang', 'ekonomi', 'perintah', 'arab', 'saudi', 'tidak', 'nyinyir', 'saudara laki', 'urus', 'tuh', 'junjung', 'ziarah', 'kubur', 'moga', 'tidak', 'sembah', 'kubur']",-37,negatif,tidak sudzon samping umroh jokowi bahas kerja bidang ekonomi perintah arab saudi tidak nyinyir saudara laki urus tuh junjung ziarah kubur moga tidak sembah kubur
92,positif,#PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih Pemerintah Jokowi juga menyebut masa depan ekonomi Indonesia Di tangan anak-anak muda kreatif.  https://bit.ly/2UAuzkRÂ ,18,"['perintah', 'jokowi', 'sebut', 'ekonomi', 'indonesia', 'tangan', 'anakanak', 'muda', 'kreatif']",6,positif,perintah jokowi sebut ekonomi indonesia tangan anakanak muda kreatif
93,positif,"#PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih  Keberhasilan tidak hanya dibidang infrastruktur, Jokowi jg berhasil memperbaiki ekonomi Indonesia.  https://kumparan.com/beritajatim/kein-ada-18-keberhasilan-ekonomi-di-era-jokowi-1546401151770458328Â â€¦",17,"['hasil', 'bidang', 'infrastruktur', 'jokowi', 'hasil', 'baik', 'ekonomi', 'indonesia', '']",13,positif,hasil bidang infrastruktur jokowi hasil baik ekonomi indonesia 
94,positif,"Jokowi-Ma'ruf Pemimpin Indonesia.  #PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih  Beberapa penghargaan yg dianugerahkan kepadanya, menjadi bukti bahwa @jokowi adalah sosok pemimpin yg diakui integritasnya.  https://nasional.kompas.com/read/2018/09/24/22563621/disaksikan-sandiaga-jokowi-dapat-penghargaan-tokoh-pemerataan-pembangunanÂ â€¦",25,"['jokowimaruf', 'pimpin', 'indonesia', 'penghargan', 'anugerah', 'bukti', 'jokowi', 'sosok', 'pimpin', 'aku', 'integritas', '']",-5,negatif,jokowimaruf pimpin indonesia penghargan anugerah bukti jokowi sosok pimpin aku integritas 
95,negatif,"Mahal banget,  buat satu beginian untuk hasilkan 1 MW harganya bisa lebih mahal dari satu power plant yang bisa produksi 10 MW",23,"['mahal', 'sekali', 'hasil', 'now watching', 'harga', 'mahal', 'power', 'plant', 'produksi', 'now watching']",15,positif,mahal sekali hasil now watching harga mahal power plant produksi now watching
96,netral,Jokowi bahas ekonomi makro dan mikro .. ya makanan sehari2 Sandiaga dari dulu itu sih .. fatal .. untuk ada ET .. keluarlah I-Spot .. sejenis revolusi 4.0 ..   Sok futuristik padahal otaknya antik,36,"['jokowi', 'bahas', 'ekonomi', 'makro', 'mikro', 'iya', 'makan', 'hari', 'sandiaga', 'sih', 'fatal', 'et', 'keluar', 'ispot', 'jenis', 'revolusi', 'sok', 'futuristik', 'otak', 'antik']",-22,negatif,jokowi bahas ekonomi makro mikro iya makan hari sandiaga sih fatal et keluar ispot jenis revolusi sok futuristik otak antik
